SAT_AVG,UG25ABV,PCTPELL,PCTPELL_DCS,TUITIONFEE_IN,TUITIONFEE_OUT,COSTT4_A,RET_FT4,MD_EARN_WNE_INC1_P10,MD_EARN_WNE_INC3_P10,C150_4
1089.0,0.1624,0.4554,0.4995,19108.0,19108.0,31394.0,0.6694,50974.0,54311.0,0.4608
1232.0,0.031,0.3451,0.3451,23590.0,23590.0,40846.0,0.6215,47007.0,59570.0,0.6119
1068.0,0.3903,0.3363,0.5899,11498.0,31592.0,23546.0,0.6972,41070.0,51085.0,0.4494
1337.0,0.0168,0.1499,0.1502,14586.0,34838.0,28064.0,0.9095,74427.0,84932.0,0.8642
1170.0,0.0996,0.2983,0.305,15828.0,37786.0,33388.0,0.8478,57232.0,59254.0,0.6451
1487.0,0.0405,0.1354,0.1375,20342.0,55914.0,36314.0,0.9694,77350.0,90793.0,0.9522
1201.0,0.0006,0.1531,0.1531,19914.0,49722.0,33182.0,0.8169,72846.0,81767.0,0.7687
910.0,0.0913,0.6843,0.6843,9654.0,21409.0,23673.0,0.7306,44363.0,47846.0,0.379
900.0,0.1496,0.5559,0.6088,14305.0,14305.0,29361.0,0.5361,34181.0,44413.0,0.3913
1278.0,0.108,0.332,0.3462,36910.0,36910.0,50638.0,0.6862,49609.0,51408.0,0.4399
1499.0,0.0011,0.1039,0.1039,61750.0,61750.0,80300.0,0.9752,99795.0,103404.0,0.9483
1131.0,0.4246,0.4535,0.4607,8750.0,30059.0,24688.0,0.6538,42328.0,46964.0,0.4109
1329.0,0.0146,0.1424,0.1431,50735.0,50735.0,66149.0,0.926,69017.0,83039.0,0.8809
1198.0,0.099,0.2841,0.2919,35000.0,35000.0,45835.0,0.8077,50749.0,62171.0,0.6751
1338.0,0.0733,0.3409,0.3471,50928.0,50928.0,60866.0,0.7795,66702.0,67427.0,0.7179
1301.0,0.0198,0.1779,0.1779,57626.0,57626.0,73002.0,0.7873,66626.0,69576.0,0.7611
1090.0,0.1826,0.3888,0.3976,42220.0,42220.0,54442.0,0.7014,59279.0,63252.0,0.6017
1205.0,0.0648,0.3383,0.342,37158.0,37158.0,51895.0,0.7896,59523.0,68199.0,0.654
1269.0,0.0639,0.2027,0.203,51324.0,51324.0,66095.0,0.818,73201.0,77240.0,0.7434
1257.0,0.0832,0.2187,0.2201,8967.0,26873.0,26158.0,0.7736,61710.0,63796.0,0.6534
1416.0,0.0173,0.1373,0.1391,58622.0,58622.0,71982.0,0.8826,68347.0,69043.0,0.9037
1207.0,0.0299,0.298,0.3,48990.0,48990.0,63427.0,0.7782,51070.0,66008.0,0.7568
991.0,0.0787,0.5147,0.5369,31500.0,31500.0,44217.0,0.5687,38112.0,58912.0,0.3385
999.0,0.2312,0.458,0.4663,9840.0,17030.0,18445.0,0.578,32166.0,53972.0,0.3521
1007.0,0.1139,0.4513,0.4654,9100.0,19340.0,18362.0,0.5564,38783.0,45208.0,0.403
973.0,0.158,0.353,0.3959,8008.0,17836.0,17238.0,0.629,40733.0,55708.0,0.4639
1064.0,0.1294,0.3084,0.329,8282.0,18722.0,18205.0,0.7039,46457.0,51428.0,0.4785
995.0,0.0666,0.3067,0.3649,8716.0,17100.0,22394.0,0.7088,39879.0,49181.0,0.6124
1050.0,0.0611,0.2713,0.3959,7848.0,19584.0,18060.0,0.5638,48196.0,62351.0,0.3378
1067.0,0.0204,0.3656,0.3671,32976.0,32976.0,47149.0,0.6689,42903.0,54393.0,0.5349
1116.0,0.0435,0.2172,0.2272,9360.0,26568.0,22810.0,0.7899,48196.0,62351.0,0.6212
1306.0,0.0129,0.3056,0.3232,56312.0,56312.0,66936.0,0.8241,46249.0,56397.0,0.712
980.0,0.1802,0.2702,0.3937,35444.0,35444.0,45740.0,0.6346,48500.0,73549.0,0.5152
1212.0,0.0468,0.2271,0.234,36190.0,36190.0,48464.0,0.7478,49961.0,60925.0,0.6702
1160.0,0.0201,0.271,0.2729,34500.0,34500.0,46744.0,0.7384,47599.0,62277.0,0.6468
1150.0,0.185,0.2327,0.258,33062.0,33062.0,47970.0,0.7755,45988.0,64503.0,0.6639
1358.0,0.0027,0.2259,0.2282,53979.0,53979.0,65910.0,0.875,59769.0,58424.0,0.7802
1117.0,0.0978,0.3973,0.5762,18810.0,18810.0,29409.0,0.7563,42440.0,53454.0,0.5596
1050.0,0.1828,0.4186,0.4186,30000.0,30000.0,39345.0,0.6514,44426.0,60443.0,0.5131
1302.0,0.0119,0.1953,0.2004,46670.0,46670.0,61926.0,0.8947,71106.0,82116.0,0.8252
1050.0,0.1425,0.5992,0.658,33390.0,33390.0,46622.0,0.6526,44826.0,62071.0,0.6017
1129.0,0.049,0.3653,0.3731,41237.0,41237.0,53032.0,0.7419,42675.0,45945.0,0.5419
1178.0,0.0077,0.1669,0.1688,43204.0,43204.0,54466.0,0.8185,50835.0,60770.0,0.7153
1188.0,0.2536,0.221,0.2238,31150.0,31150.0,42691.0,0.7586,50791.0,58839.0,0.6077
1090.0,0.0968,0.2527,0.265,7864.0,17039.0,18326.0,0.7426,51094.0,59375.0,0.6166
1190.0,0.0392,0.1951,0.1998,8914.0,17627.0,20478.0,0.8007,53291.0,61318.0,0.6528
1090.0,0.1872,0.2224,0.318,7873.0,16091.0,17641.0,0.6885,50802.0,55271.0,0.5231
1190.0,0.0223,0.1589,0.1619,9232.0,18051.0,17946.0,0.843,55354.0,62517.0,0.6979
1181.0,0.0417,0.2454,0.2592,33762.0,33762.0,45903.0,0.7482,48682.0,57037.0,0.6711
1050.0,0.0865,0.1709,0.2627,7795.0,15368.0,18642.0,0.6782,49889.0,59745.0,0.5757
1090.0,0.2,0.3432,0.356,7466.0,15736.0,15328.0,0.7133,47628.0,53369.0,0.4006
1120.0,0.1384,0.2335,0.239,9663.0,17930.0,20440.0,0.719,53599.0,59104.0,0.5192
1050.0,0.2868,0.3203,0.3402,8167.0,15740.0,18487.0,0.6647,46981.0,53992.0,0.4016
1374.0,0.0363,0.1495,0.1542,10796.0,39427.0,27100.0,0.9433,66099.0,80089.0,0.8923
1090.0,0.1663,0.2916,0.3089,9620.0,21485.0,21812.0,0.718,50717.0,58419.0,0.4787
1150.0,0.0884,0.2175,0.2226,7862.0,16800.0,19916.0,0.7798,51819.0,67509.0,0.6107
1090.0,0.0746,0.2225,0.2347,8135.0,16128.0,18312.0,0.7286,49618.0,56395.0,0.5908
1120.0,0.0875,0.2894,0.3051,8376.0,17080.0,18407.0,0.7534,49935.0,54368.0,0.5602
911.0,0.2533,0.4585,0.4737,5235.0,14496.0,16096.0,0.663,37795.0,40761.0,0.273
1553.0,0.0157,0.188,0.188,58416.0,58416.0,78898.0,0.9831,122170.0,138818.0,0.9511
1354.0,0.0267,0.1412,0.1417,9992.0,28794.0,22508.0,0.9047,66974.0,78728.0,0.8304
1383.0,0.0842,0.2962,0.2962,37090.0,37090.0,51688.0,0.7395,44002.0,49771.0,0.7164
1236.0,0.0554,0.2975,0.2975,6916.0,29944.0,22236.0,0.75,51026.0,45652.0,0.6261
1350.0,0.0069,0.1908,0.1908,35544.0,35544.0,51096.0,0.9254,56799.0,53367.0,0.875
1114.0,0.1003,0.2957,0.303,6118.0,25162.0,17054.0,0.8079,53976.0,54310.0,0.5853
1110.0,0.0893,0.5031,0.5109,16640.0,39308.0,20033.0,0.7584,66740.0,81315.0,0.5992
1180.0,0.0996,0.3678,0.3794,16640.0,39308.0,20905.0,0.7923,66740.0,81315.0,0.5893
1116.0,0.0703,0.4898,0.5028,16650.0,39318.0,25463.0,0.8101,66740.0,81315.0,0.6356
1301.0,0.1705,0.2327,0.2347,36100.0,36100.0,48239.0,0.6875,77463.0,78158.0,0.601
1302.0,0.0156,0.2266,0.2451,21690.0,21690.0,58199.0,0.7143,62227.0,60287.0,0.5625
1190.0,0.0464,0.37,0.3788,13464.0,13464.0,26219.0,0.6316,63838.0,72671.0,0.5862
1118.0,0.0497,0.4742,0.4816,16650.0,39318.0,23005.0,0.7624,66740.0,81315.0,0.6219
1105.0,0.142,0.3785,0.405,8122.0,23500.0,21924.0,0.7279,43412.0,54942.0,0.5013
1020.0,0.2746,0.4187,0.4631,3958.0,12430.0,19127.0,0.6122,37781.0,50499.0,0.2382
1083.0,0.0955,0.2792,0.3066,4995.0,15391.0,17892.0,0.7224,47076.0,54199.0,0.3856
1331.0,0.3427,0.2065,0.2366,3876.0,16579.0,17518.0,0.9173,68870.0,76475.0,0.7871
1133.0,0.14,0.3604,0.372,5786.0,17040.0,24808.0,0.7455,55508.0,58986.0,0.4642
1190.0,0.0735,0.2674,0.274,37550.0,37550.0,47587.0,0.7226,43398.0,48395.0,0.634
1055.0,0.2096,0.2946,0.3705,8174.0,15165.0,15746.0,0.6394,42705.0,54129.0,0.4435
